SALESCLOSEPRICE,LISTPRICE,ORIGINALLISTPRICE,FOUNDATIONSIZE,DAYSONMARKET,FIREPLACES,SQFTABOVEGROUND,TAXES,TAXWITHASSESSMENTS,LIVINGAREA,YEARBUILT,ACRES,BATHSFULL,BATHSHALF,BATHQUARTER,BATHSTHREEQUARTER,BATHSTOTAL,BEDROOMS,SQFTBELOWGROUND,ASSOCIATIONFEE,ASSESSEDVALUATION,LIST_YEAR,LIST_MONTH,LIST_WEEKOFYEAR,LIST_DAYOFMONTH,LIST_DAYOFYEAR,WALKSCORE,BIKESCORE,MORTGAGE30US,MORTGAGE30US-1WK,MORTGAGE30US-2WK,MORTGAGE30US-3WK,MORTGAGE30US-4WK,PERCENT_OLDER_AGE_HOMES,PERCENT_SIMILAR_AGE_HOMES,PERCENT_NEWER_AGE_HOMES,PERCENT_BIGGER_SIZE_HOMES,PERCENT_SIMILAR_SIZE_HOMES,PERCENT_SMALLER_SIZE_HOMES,LISTING_TO_MEDIAN_RATIO,LISTING_PRICE_PER_SQFT,SQFT_TOTAL,ASSESSED_TO_LIST,TAX_TO_LIST,BED_TO_BATHS,PRICE_REDUCTION_PERCENT,FENCE_WIRE,FENCE_ELECTRIC,FENCE_NAN,FENCE_PARTIAL,FENCE_RAIL,FENCE_OTHER,FENCE_CHAIN LINK,FENCE_FULL,FENCE_NONE,FENCE_PRIVACY,FENCE_WOOD,FENCE_INVISIBLE,ROOF_ASPHALT SHINGLES,ROOF_SHAKES,ROOF_NAN,ROOF_UNSPECIFIED SHINGLE,ROOF_SLATE,ROOF_PITCHED,ROOF_FLAT,ROOF_TAR/GRAVEL,ROOF_OTHER,ROOF_METAL,ROOF_TILE,ROOF_RUBBER,ROOF_WOOD SHINGLES,ROOF_AGE OVER 8 YEARS,ROOF_AGE 8 YEARS OR LESS,POOLDESCRIPTION_NAN,POOLDESCRIPTION_HEATED,POOLDESCRIPTION_NONE,POOLDESCRIPTION_SHARED,POOLDESCRIPTION_INDOOR,POOLDESCRIPTION_OUTDOOR,POOLDESCRIPTION_ABOVE GROUND,POOLDESCRIPTION_BELOW GROUND,GARAGEDESCRIPTION_ASSIGNED,GARAGEDESCRIPTION_TANDEM,GARAGEDESCRIPTION_UNCOVERED/OPEN,GARAGEDESCRIPTION_TUCKUNDER,GARAGEDESCRIPTION_DRIVEWAY - ASPHALT,GARAGEDESCRIPTION_HEATED GARAGE,GARAGEDESCRIPTION_UNDERGROUND GARAGE,GARAGEDESCRIPTION_DRIVEWAY - SHARED,GARAGEDESCRIPTION_CONTRACT PKG REQUIRED,GARAGEDESCRIPTION_GARAGE DOOR OPENER,GARAGEDESCRIPTION_MORE PARKING OFFSITE FOR FEE,GARAGEDESCRIPTION_VALET PARKING FOR FEE,GARAGEDESCRIPTION_OTHER,GARAGEDESCRIPTION_MORE PARKING ONSITE FOR FEE,GARAGEDESCRIPTION_DRIVEWAY - OTHER SURFACE,GARAGEDESCRIPTION_DETACHED GARAGE,GARAGEDESCRIPTION_SECURED,GARAGEDESCRIPTION_CARPORT,GARAGEDESCRIPTION_DRIVEWAY - CONCRETE,GARAGEDESCRIPTION_ON-STREET PARKING ONLY,GARAGEDESCRIPTION_COVERED,GARAGEDESCRIPTION_INSULATED GARAGE,GARAGEDESCRIPTION_UNASSIGNED,GARAGEDESCRIPTION_NONE,GARAGEDESCRIPTION_DRIVEWAY - GRAVEL,GARAGEDESCRIPTION_NO INT ACCESS TO DWELLING,GARAGEDESCRIPTION_UNITS VARY,GARAGEDESCRIPTION_ATTACHED GARAGE,APPLIANCES_NAN,APPLIANCES_COOKTOP,APPLIANCES_WALL OVEN,APPLIANCES_WATER SOFTENER - OWNED,APPLIANCES_DISPOSAL,APPLIANCES_DISHWASHER,APPLIANCES_OTHER,APPLIANCES_INDOOR GRILL,APPLIANCES_WASHER,APPLIANCES_RANGE,APPLIANCES_REFRIGERATOR,APPLIANCES_FURNACE HUMIDIFIER,APPLIANCES_TANKLESS WATER  HEATER,APPLIANCES_ELECTRONIC AIR FILTER,APPLIANCES_MICROWAVE,APPLIANCES_EXHAUST FAN/HOOD,APPLIANCES_NONE,APPLIANCES_CENTRAL VACUUM,APPLIANCES_TRASH COMPACTOR,APPLIANCES_AIR-TO-AIR EXCHANGER,APPLIANCES_DRYER,APPLIANCES_FREEZER,APPLIANCES_WATER SOFTENER - RENTED,EXTERIOR_SHAKES,EXTERIOR_CEMENT BOARD,EXTERIOR_BLOCK,EXTERIOR_VINYL,EXTERIOR_FIBER BOARD,EXTERIOR_OTHER,EXTERIOR_METAL,EXTERIOR_BRICK/STONE,EXTERIOR_STUCCO,EXTERIOR_ENGINEERED WOOD,EXTERIOR_WOOD,DININGROOMDESCRIPTION_EAT IN KITCHEN,DININGROOMDESCRIPTION_NAN,DININGROOMDESCRIPTION_OTHER,DININGROOMDESCRIPTION_LIVING/DINING ROOM,DININGROOMDESCRIPTION_SEPARATE/FORMAL DINING ROOM,DININGROOMDESCRIPTION_KITCHEN/DINING ROOM,DININGROOMDESCRIPTION_INFORMAL DINING ROOM,DININGROOMDESCRIPTION_BREAKFAST AREA,BASEMENT_FINISHED (LIVABLE),BASEMENT_PARTIAL,BASEMENT_SUMP PUMP,BASEMENT_INSULATING CONCRETE FORMS,BASEMENT_CRAWL SPACE,BASEMENT_PARTIAL FINISHED,BASEMENT_CONCRETE BLOCK,BASEMENT_DRAINAGE SYSTEM,BASEMENT_POURED CONCRETE,BASEMENT_UNFINISHED,BASEMENT_DRAIN TILED,BASEMENT_WOOD,BASEMENT_FULL,BASEMENT_EGRESS WINDOWS,BASEMENT_DAY/LOOKOUT WINDOWS,BASEMENT_SLAB,BASEMENT_STONE,BASEMENT_NONE,BASEMENT_WALKOUT,BATHDESC_MAIN FLOOR 1/2 BATH,BATHDESC_TWO MASTER BATHS,BATHDESC_MASTER WALK-THRU,BATHDESC_WHIRLPOOL,BATHDESC_NAN,BATHDESC_3/4 BASEMENT,BATHDESC_TWO BASEMENT BATHS,BATHDESC_OTHER,BATHDESC_3/4 MASTER,BATHDESC_MAIN FLOOR 3/4 BATH,BATHDESC_FULL MASTER,BATHDESC_MAIN FLOOR FULL BATH,BATHDESC_WALK-IN SHOWER,BATHDESC_SEPARATE TUB & SHOWER,BATHDESC_FULL BASEMENT,BATHDESC_BASEMENT,BATHDESC_WALK THRU,BATHDESC_BATHROOM ENSUITE,BATHDESC_PRIVATE MASTER,BATHDESC_JACK & JILL 3/4,BATHDESC_UPPER LEVEL 1/2 BATH,BATHDESC_ROUGH IN,BATHDESC_UPPER LEVEL FULL BATH,BATHDESC_1/2 MASTER,BATHDESC_1/2 BASEMENT,BATHDESC_JACK AND JILL,BATHDESC_UPPER LEVEL 3/4 BATH,ZONING_INDUSTRIAL,ZONING_BUSINESS/COMMERCIAL,ZONING_OTHER,ZONING_RESIDENTIAL-SINGLE,ZONING_RESIDENTIAL-MULTI-FAMILY,COOLINGDESCRIPTION_WINDOW,COOLINGDESCRIPTION_WALL,COOLINGDESCRIPTION_DUCTLESS MINI-SPLIT,COOLINGDESCRIPTION_NONE,COOLINGDESCRIPTION_GEOTHERMAL,COOLINGDESCRIPTION_CENTRAL,CITY:LELM - LAKE ELMO,CITY:MAPW - MAPLEWOOD,CITY:OAKD - OAKDALE,CITY:STP - SAINT PAUL,CITY:WB - WOODBURY,LISTTYPE:EXCLUSIVE AGENCY,LISTTYPE:EXCLUSIVE RIGHT,LISTTYPE:EXCLUSIVE RIGHT WITH EXCLUSIONS,LISTTYPE:OTHER,LISTTYPE:SERVICE AGREEMENT,SCHOOLDISTRICTNUMBER:6 - SOUTH ST. PAUL,SCHOOLDISTRICTNUMBER:622 - NORTH ST PAUL-MAPLEWOOD,SCHOOLDISTRICTNUMBER:623 - ROSEVILLE,SCHOOLDISTRICTNUMBER:624 - WHITE BEAR LAKE,SCHOOLDISTRICTNUMBER:625 - ST. PAUL,SCHOOLDISTRICTNUMBER:832 - MAHTOMEDI,SCHOOLDISTRICTNUMBER:833 - SOUTH WASHINGTON COUNTY,SCHOOLDISTRICTNUMBER:834 - STILLWATER,POTENTIALSHORTSALE:NO,POTENTIALSHORTSALE:NOT DISCLOSED,STYLE:(CC) CONVERTED MANSION,STYLE:(CC) HIGH RISE (4+ LEVELS),STYLE:(CC) LOW RISE (3- LEVELS),STYLE:(CC) MANOR/VILLAGE,STYLE:(CC) TWO UNIT,STYLE:(SF) FOUR OR MORE LEVEL SPLIT,STYLE:(SF) MODIFIED TWO STORY,STYLE:(SF) MORE THAN TWO STORIES,STYLE:(SF) ONE 1/2 STORIES,STYLE:(SF) ONE STORY,STYLE:(SF) OTHER,STYLE:(SF) SPLIT ENTRY (BI-LEVEL),STYLE:(SF) THREE LEVEL SPLIT,STYLE:(SF) TWO STORIES,STYLE:(TH) DETACHED,STYLE:(TH) QUAD/4 CORNERS,STYLE:(TH) SIDE X SIDE,STYLE:(TW) TWIN HOME,ASSUMABLEMORTGAGE:INFORMATION COMING,ASSUMABLEMORTGAGE:NOT ASSUMABLE,ASSUMABLEMORTGAGE:YES W/ QUALIFYING,ASSUMABLEMORTGAGE:YES W/NO QUALIFYING,ASSESSMENTPENDING:NO,ASSESSMENTPENDING:UNKNOWN,ASSESSMENTPENDING:YES
286000,299875,297875,698,34,1,1778,0,0.0,1778,2017,0.04,2,1,0,0.0,3,3,0,200,0.0,2017,6,23,10,161,45.0,,3.89,3.94,3.95,4.02,4.05,70.1,30.0,0.0,39.3,27.6,33.2,0.8806617113690894,168.6586051743532,1778,0.0,0.0,1.0,-0.006714225765841464,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
305000,299900,299900,568,24,0,1728,3187,3518.0,1968,1992,0.196,1,0,0,1.0,2,4,240,0,331.0,2017,8,33,18,230,22.0,,3.89,3.9,3.93,3.92,3.96,6.1,64.0,30.0,11.2,28.1,60.800000000000004,0.8807351304363148,152.3882113821138,1968,0.0011037012337445815,0.010626875625208403,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
301000,299900,299900,1350,15,1,1495,3367,3456.0,2015,1993,0.28600000000000003,1,0,0,1.0,2,3,520,0,89.0,2017,8,33,16,228,51.0,,3.89,3.9,3.93,3.92,3.96,6.1,64.0,30.0,39.3,27.6,33.2,0.8807351304363148,148.83374689826303,2015,0.00029676558852950984,0.0112270756918973,1.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
288000,299900,314900,768,18,1,1526,2941,2944.0,1526,1966,0.306,1,1,0,1.0,3,4,0,0,3.0,2017,8,32,11,223,8.0,,3.9,3.93,3.92,3.96,4.03,0.5,5.6,94.0,11.2,28.1,60.800000000000004,0.8807351304363148,196.52686762778507,1526,1.0003334444814938e-05,0.009806602200733578,1.3333333333333333,0.04763416957764366,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
299900,299900,299900,900,22,1,1571,3396,3396.0,2123,2011,0.05,2,1,0,1.0,4,3,552,285,0.0,2017,8,32,9,221,14.0,,3.9,3.93,3.92,3.96,4.03,70.1,30.0,0.0,39.3,27.6,33.2,0.8807351304363148,141.26236457842674,2123,0.0,0.01132377459153051,0.75,0.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
292500,299900,324900,1384,90,1,1384,3777,4110.0,2448,1992,0.235,2,0,0,0.0,2,4,1064,0,333.0,2017,7,29,19,200,8.0,,3.96,4.03,3.96,3.88,3.9,6.1,64.0,30.0,11.2,28.1,60.800000000000004,0.8807351304363148,122.50816993464052,2448,0.001110370123374458,0.012594198066022008,2.0,0.0769467528470299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
305000,299900,299900,1000,1,2,1915,3398,3398.0,1915,2012,0.063,2,1,0,0.0,3,3,0,275,0.0,2017,7,28,12,193,8.0,,4.03,3.96,3.88,3.9,3.91,70.1,30.0,0.0,39.3,27.6,33.2,0.8807351304363148,156.60574412532637,1915,0.0,0.011330443481160387,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
300000,299900,299900,1000,27,1,1915,3346,3422.0,1915,2012,0.062,2,1,0,0.0,3,3,0,285,76.3,2017,6,22,1,152,38.0,,3.94,3.95,4.02,4.05,4.02,70.1,30.0,0.0,39.3,27.6,33.2,0.8807351304363148,156.60574412532637,1915,0.00025441813937979326,0.011157052350783594,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
306000,299900,299900,1304,28,1,1464,3228,3354.0,2436,2001,0.051,1,1,0,1.0,3,3,972,100,76.3,2017,4,17,26,116,11.0,,4.03,3.97,4.08,4.1,4.14,70.1,30.0,0.0,39.3,27.6,33.2,0.8807351304363148,123.11165845648604,2436,0.00025441813937979326,0.010763587862620874,1.0,0.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
307500,299900,299900,1152,29,0,1288,3285,3618.0,2256,1995,0.276,2,0,0,0.0,2,3,968,0,333.0,2017,4,16,19,109,8.0,,3.97,4.08,4.1,4.14,4.23,6.1,64.0,30.0,39.3,27.6,33.2,0.8807351304363148,132.93439716312056,2256,0.001110370123374458,0.010953651217072357,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
287500,299900,299900,700,62,0,1580,3664,3664.0,2140,2012,0.0,1,1,0,2.0,4,3,560,275,0.0,2017,4,14,4,94,3.0,,4.1,4.14,4.23,4.3,4.21,70.1,30.0,0.0,39.3,27.6,33.2,0.8807351304363148,140.14018691588785,2140,0.0,0.012217405801933978,0.75,0.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
310000,299900,299900,1094,13,0,1206,3070,3070.0,2024,1987,0.28300000000000003,2,0,0,0.0,2,4,818,218,0.0,2017,3,12,23,82,27.0,,4.23,4.3,4.21,4.1,4.16,6.1,64.0,30.0,11.2,28.1,60.800000000000004,0.8807351304363148,148.17193675889328,2024,0.0,0.01023674558186062,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305000,299900,299900,1232,2,1,1818,2986,2986.0,2016,1994,0.3,1,0,0,1.0,2,4,198,0,0.0,2017,3,12,22,81,6.0,,4.23,4.3,4.21,4.1,4.16,6.1,64.0,30.0,11.2,28.1,60.800000000000004,0.8807351304363148,148.75992063492063,2016,0.0,0.009956652217405802,2.0,0.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290000,299990,305990,759,5,1,1911,0,0.0,1911,2016,0.06,2,1,0,0.0,3,3,0,190,0.0,2017,5,18,1,121,6.0,,4.02,4.03,3.97,4.08,4.1,70.1,30.0,0.0,39.3,27.6,33.2,0.8809994390783265,156.98063840920983,1911,0.0,0.0,1.0,0.01960848393738357,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
293000,299990,314876,759,18,1,1911,0,0.0,1911,2016,0.06,2,1,0,0.0,3,3,0,190,0.0,2017,4,14,7,97,19.0,,4.1,4.14,4.23,4.3,4.21,70.1,30.0,0.0,39.3,27.6,33.2,0.8809994390783265,156.98063840920983,1911,0.0,0.0,1.0,0.04727575299482967,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294000,299999,299999,1254,19,0,1321,3200,3200.0,2241,1996,0.28300000000000003,1,0,0,1.0,2,4,920,0,3.0,2017,8,33,20,232,12.0,,3.89,3.9,3.93,3.92,3.96,6.1,64.0,30.0,11.2,28.1,60.800000000000004,0.8810258699425275,133.86836233824187,2241,1.0000033333444445e-05,0.010666702222340741,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
